category/name/pt-BR,title/pt-BR,body/pt-BR
Meio Ambiente e Mudança do Clima,Meio ambiente o futuro agora ,"Todos os novos e antigos loteamento e bairros,devem conter em sua programação o plantio de árvores que estejam em concordância com os locais onde serão plantadas, evitando o corte quando estiverem adultas ( árvores de grande porte plantadas em locais errados)."
Saúde,Saúde mental com ciência ,"Utilização de abordagens e tratamentos em saúde mental empiricamente validados apenas.
Fim de práticas pseudocientíficas como homeopatia, constelação familiar, entre outras, no SUS."
Planejamento e Orçamento,Governo consciente,"1. Reduzir a quantidade de cargos públicos;

2. Reduzir salários e regalias dos deputados, senadores, governadores e presidente. Não gastar com coisas supérfluas, como foi feito pelo presidente comprando uma cama por R$42.000,00 com uma cama e R$65.000,00 com sofá. O presidente prega que é dos pobres, mas age totalmente diferente;

3. Não financiar o crime do MST, de invadir propriedades de pessoas de bem. Isso é crime e precisa parar, precisa de punições."
Igualdade Racial,Ingresso de mulheres negras no ensino superior,"A maioria das mulheres na universidade são brancas. Assim, é necessário criar implementar programa de cotas raciais para mulheres negras em universidades públicas, independente da renda e se são de escola pública ou privada. Além disso, também é importante garantir a permanência dessas estudantes no ensino superior com outras ações afirmativas, como bolsas e auxílios, programas de saúde, alimentação, transporte, cultura e afins."
Relações Institucionais,Reforma Política - Rotatividade nos cargos políticos ,"Atualmente no Brasil, a política virou emprego e não abre a oportunidade para novas pessoas, bem como a candidatura de verdadeiros representantes do povo. Sugiro que cada cidadão só possa exercer uma única vez cada cargo político, com um mandato de cinco anos. Por exemplo, a pessoa que foi vereador em um mandato só poderia se candidatar para outro cargo político na sequência, como por exemplo Prefeito. A pessoa que foi Deputado por um mandato não poderia ser reeleito,  mas poderia ser Senador."
,Imposto Sindical ,"Reeditar a lei do imposto sindical, aumentando o porcentual de recebimento dos sindicatos de base, quando da distribuição da arrecadação. Essa medida devolverá parte da autonomia financeira dos sindicatos de base."
Justiça e Segurança Pública,Emergência de Rapto à Criança,"Criação de alerta em rádios, celulares, televisão, qualquer meio de comunicação, de forma instantânea após verificação do desaparecimento de uma criança.
Deve utilizar critérios para emitir o alerta, mas quando da emissão, para que todos saibam o mais rápido possível para melhor resposta do Estado para solução do desaparecimento, sequestro, rapto."
"Desenvolvimento e Assistência Social, Família e Combate à Fome",Politicas de planejamento familiar impactantes,"Que sejam realizadas politicas de planejamento familiar  rotineiras em comunidades carentes, nas escolas de ensino médio, nas clinicas da familia, com mais informação,ampliar a colocação de DIU minerva e facilitar o acesso aos metodos de vasectomia e ligadura. Fazer campanhas informativas na TV, redes sociais que cheguem aos jovens e população mais carente. Pedir apoio a empresas, influenciadores digitais, profissionais de saúde, recrutando trabalho voluntario também para auxiliar."
,Habitação e Cultura Para Todos,"Todos os imóveis pertencentes a criminosos condenados e que tenham sido adquiridos em função do(s) crime(s) cometido(s), deveriam ser apreendidos pelo Estado e transformados em habitação popular, dentro do Programa Minha Casa Minha Vida, Teatro, Biblioteca ou Centro Cultural."
Educação,Educação com a Constituição ,"Visa a educação básica com os nossos Direitos Fundamentais, regidos na nossa Carta Magna, e pouco conhecidos pela sociedade. A partir do conhecimento dos nossos Direitos e Deveres, estaremos mais preparados para bem exercê-los. 
O conhecimento constitucional é amplo e irrestrito, oferecendo as ferramentas que movem e fiscalizam as leis, como nossos Direitos Fundamentais, como o Direito à Vida, Saúde, Segurança, trabalhista, à propriedade, entre outros.
""O conhecimento da CF nos liberta"""
Previdência Social,Correção dos salários dos aposentados e pensionistas do Governo Federal e INSS,"Muitos daqueles que trabalharam durante suas vidas, bem como viúvas e seus filhos tem sofrido com a defasagem de, aproximadamente, uma década nos seus salários. Por causa disso, muitos deles estão em condição de baixa renda. Assim, e necessário corrigir essa defasagem de renda dos aposentados e pensionistas pelo Governo Federal e do INSS."
Saúde,Melhoria da saúde para o Brasil ,"Gostaria de propor ao governo que o mesmo faça um convênio/ parceria com o cartão de todos para desafogar, agilizar os atendimentos da população em geral em relação a várias áreas.  Não é justo e nem humano o atendimento verde ficar concorrendo com amarelo e vermelho ou seja deixar os hospitais só para urgência emergência e internações.Vejo também que as upas não estão dando conta por isso esse reforço seria de grande ajuda para a população."
Saúde,Sistema Único de Sáude para animais (SUS ANIMAL),"Dispõe sobre a instituição do Sistema
Único de Saúde Animal (SUS ANIMAL)
destinado à promoção, proteção e
recuperação da saúde e do bem-estar
animal."
Educação,Criação de um curso de mecânica ,Criação de um curso de mecânica automotiva para jovens carentes ingressarem no mercado de trabalho
Desenvolvimento Agrário e Agricultura Familiar,Conservação da floresta através de investimento em integração lavoura pecuária e floresta.,"Buscar mecanismos para que o pequeno e o grande produtor possam integrar suas atividades com a preservação da floresta, principalmente no norte do país."
Educação,Ensino Médio integrado com o Técnico em todas as escolas públicas ou privadas,"Criar uma lei que obrigue a oferta de, no mínimo, quatro opções de cursos técnicos integrados com o ensino médio em todas as instituições públicas ou privadas do Brasil. Atualmente, os estudantes de Institutos Federais, por exemplo, que tem essa vivência de um ensino técnico integrado com o ensino médio amadurecem mais rápido, evoluem mais e escolhem melhor seus caminhos na graduação, tem uma visão mais prática e profissional. Tanto escolas públicas quanto particulares mudariam seus currículos."
Defesa,Vale racao ajuda de custo pra protetores ou ong!,"Um vale racao uma ajuda de custo pra os protetores ou ong com mas de 10 animais!
Essa seria uma grande proposta pra nós que sofremos sem recurso!"
Fazenda,Duplicar o Salário Mínimo. ,Editar projeto ou emenda duplicabndo o valor do Salário Minimo. Essa medida propiciará uma divisão de renda equitativa para o Povo Brasileiro.
Integração e Desenvolvimento Regional,Terceiro eixo da Transposição - Rio Pianco Conceição PB,01 - A construção do terceiro Eixo da Transposição do Rio Sao Francisco. Trecho da Umburanas no Ceara ao Açude condado em Conceição - PB.  Seria a redenção do território Rural vale Piancó em termos de água e geração de Emprego e renda no campo.
Agricultura e Pecuária,Proibição do uso de agrotóxicos  cancerigenos,"Diversos agrotoxicos cancerigenos foram liberados no governo anterior. Um absurdo, que causará lá na frente um aumento expressivo de casos de câncer e alergias e outras doenças na população. A proposta é proibir o uso desses agrotóxicos no Brasil, seguindo o padrão da europa e paises que se preocupam com a saúde da população. Incentivar a agricultura orgânica para baratear os preços."
Cultura,"Auxílio Cultural Para Compra de Livros, visita de eventos culturais, artísticos e sociais","Criação de um Vale-Auxilio mensal que dê a possibilidade de realizar compra de livros e demais utensílios para assistência artístico cultural e educacional. Bem como para a compra de ingressos para eventos como exposições artísticas, cursos e demais atividades que necessitem de um determinado valor para a participação do mesmo.
Um valor em torno de R$200,00 seria algo bastante promissor no sentido de promover a cultura, participação social e a educação dos brasileiros."
Saúde,Criação da Carreira Única do SUS,"Instituir o sistema remuneratório dos servidores públicos que trabalham, no Sistema Único de Saúde -SUS - por nível de escolaridade - com financiamento pelas três esferas governamentais - cabendo à União o provimento dos vencimentos básicos de cada uma das categorias - com valores e jornada semanal de trabalho, igualmente válidos, em todo o território nacional."
Meio Ambiente e Mudança do Clima,Direito Animal no curso de formação das forças polícias,"Com o intuito de proteger os animais e resguardar os direitos dos agentes das forças policiais, acrescentar a matéria no curso de formação que fizesse entender sobre diretos, crimes de maus-tratos a animais e como agir em diligências e ocorrências seria essencial  no combate ao crime de maus-tratos."
Relações Institucionais,Reforma Política - Redução do número de políticos no Brasil,"Realizar uma Reforma Política, reduzindo o número de vereadores, deputados estaduais e distritais, deputados federais e senadores, bem como extinguir as chefias de gabinete, secretárias, assessorias e auxílios parlamentares (moradia, terno, entre outros). Reduzir o teto salarial de políticos para o equivalente a no máximo 15 salários mínimos brutos. Criar uma metodologia em que os próprios políticos não possam alterar seus salários, apenas receber o reajuste, conforme atualização do nosso mínimo"
