Categoria,Texto
Minas e Energia,"Reestatização da empresa Eletrobras e suas subsidiárias. A venda da Eletrobras trouxe grandes prejuízos para a população brasileira. Uma empresa visivelmente lucrativa foi vendida com denúncias de balanços contábeis subfaturados, atropelos em normas e venda por valor muito abaixo do mercado e que trouxeram além de prejuízo a nação, também a população que recebeu vários aumentos na tarifa.
Como modelo de empresa estatal de energia elétrica, a Eletrobras desempenha um papel fundamental no fornecimento de eletricidade ao Brasil."
Saúde,Brasil participativo. Construção de uma UBS Unidade Basica de Saúde na Area Institucional na Rua Paulo Bona Andrade com a Rua Otacilio Fortes no Residencial Portal do Sul no Bairro Parque Sul em Teresina Piauí
Desenvolvimento Agrário e Agricultura Familiar,"Transferência de embrião rebanho bovino.. Criar um programa de transferência de embrião para o rebanho bovino de corte e leiteiro, para o melhoramento genético do rebanho das pequenas propiedades da agropecuária Familiar. Parceria com as universidades Federal, nos cursos de medicina veterinária. EX. UFSM, UNICAP, UFRGS...etc"
Gestão e Inovação em Serviços Públicos,"""Inovação para a Eficiência: Transformando os Serviços Públicos. O programa tem como objetivo principal promover a modernização e a eficiência na gestão dos serviços públicos por meio da inovação tecnológica. Com base em abordagens de vanguarda e boas práticas internacionais, criando um ambiente favorável à inovação, garantindo uma melhoria significativa na qualidade dos serviços prestados aos cidadãos.
Criação de um Laboratório de Inovação em Serviços Públicos:
Estabelecer um laboratório especializado em inovação em serviços públicos, com equipe multidiscipl"
Gestão e Inovação em Serviços Públicos,"Capacitação em Inovação. Promover programas de capacitação para os servidores públicos, visando desenvolver competências relacionadas à inovação e ao uso de tecnologias emergentes.
Estimular a cultura da inovação no setor público, incentivando a experimentação, o compartilhamento de boas práticas e a colaboração entre órgãos e entidades públicas."
Desenvolvimento Agrário e Agricultura Familiar,"Projeto público de irrigação da agricultura familiar e de produção de alevinos em Ibimirim  e Inajá - PE. O projeto visa atender a 565 famílias de agricultores familiares que vivem numa área total de 12.000 ha, dos quais 8.000 ha irrigáveis, do Departamento Nacional de Obras Contra as Secas – DNOCS, tendo como fonte de água o Açude Poço da Cruz e a produção de 10 milhões de alevinos por ano. Há perspectiva da criação de 28.800 postos de trabalho diretos e indiretos. O projeto se insere na adaptação às mudanças climáticas e de convivência com o semiárido. O valor da sua execução é na ordem de R$ 500"
Integração e Desenvolvimento Regional,Valorização das culturas regionais . Fomenta o resgate das culturas regionais nos estados e o incentivo a o uso das ervas e plantas medicinais para os povos da floresta
Direitos Humanos e Cidadania,Instituto Viver Melhor CNPJ 07.597.042/0001-09 na Rua Paulo Bona Andrade nº  6417 no Residencial Portal do Sul BAIRRO PARQUE SUL em Teresina Piaui . Construção de uma Unidade de Saude da Família UBS na Área Institucional na Rua Paulo Bona com a Andrade com a Rua Otacilio Fortes no Residencial  Portal do Sul no Baiŕo Parquw Sul zona de Teresina Piaui.
Agricultura e Pecuária,"Sustentabilidade regional . Fomenta e garantir a compra dos produtos da agricultura familiar para o cultivo de arroz,feijão,milho,mandioca,café,frutíferas, aves,suinocultura,ovinocultura, apicultura, piscicultura para fins de comercialização permanente"
Saúde,"Mais moradias popular para pessoas carrentes e em situação de rico como mulheres mae solteiras, indigena , quilombolas e ribeirinhos, que sejam fiscal. Gostaria de mais moradias populares, tipo minha casa minha vida, que seja fiscalizado por pessoas selecionadas no meio dos necessitados, pois as ongs são comprada por gestores municipais que manipulam os dirigentes e desviam os recursos e as moradias não chegam a quem precisa. que seja criado projetos de moradia rural para os trabalhadores da agricultura familiar para os pescadores indígenas respeitando suas culturas e quilombolas. Casa com prioridades para mãe solteiras, que criam seus filhos."
Igualdade Racial,"Criação de centros culturais e de suporte educacional decolonial/afroamerindiocentrado nos estados e municípios. Devido a dificuldade da aplicação das leis nº 10.639 e nº 11.645, que tratam do estudo da história indígena e afrobrasileira nas escolas, a criação de centros educacionais de educação não-formal que funcionem como ensino complementar para crianças, adolescentes, universitários e professores de diversos níveis de ensino, nos estados e municípios, é uma saída possível. Os centros podem gerar empregos para pesquisadores, fazedores de arte e cultura, educadores e ter parceria com universidades."
Minas e Energia,"Energia limpa e sustentável. Incentivar, construir placas solares, energia fotovoltaica em comunidades ribeirinhas, de agricultores, pescadores, extrativistas vegetais, comunidades quilombolas e indígenas. Financiar essas placas solares, baterias e instalação desses equipamentos."
Meio Ambiente e Mudança do Clima,"Valorizar quem valoriza . Garantir que os investimentos alocados  para a defesa do meio ambiente chegue nos agricultores e extrativistas que preservam suas áreas mediante a fomentação para a criação e comercialização de animais silvestre,(paca,cutia,catitu e queichada) e no fortalecimento dos produtos extrativistas"
Agricultura e Pecuária,"Projeto Público de Convivência com o Semiárido para fortalecimento da agricultura familiar no estado de Pernambuco. Fortalecer comunidades rurais da região do Sertão, onde vivem povos tradicionais (quilombolas, indígenas) e agricultores familiares, a partir da garantia de políticas públicas de acesso à água, de segurança alimentar e nutricional e de geração de trabalho e renda para famílias agricultoras da região semiárida de Pernambuco.

gid://decide/Decidim::Hashtag/1/PropostaColetiva"
Agricultura e Pecuária,"Reestruturação Sócio Produtiva da Zona da Mata. Garantia de trabalho, crédito, infraestrutura e renda para assegurar uma vida digna para trabalhadores e trabalhadoras que representam a força da produção de alimento, geração de trabalho, renda e desenvolvimento, onde vivem  e produzem em assentamentos , comunidades rurais e ribeirinhas,   e  precisam melhorar as condições produtivas, a agregação de valor e renda e a inserção nos  diversos mercados. 

gid://decide/Decidim::Hashtag/1/PropostaColetiva"
Desenvolvimento Agrário e Agricultura Familiar,"Regularização Fundiária  do Incra ( Terra Legal ) ,  Emissão Títulos . A regularização fundiária é extremamente importante não apenas para o produtor rural, mas também para o desenvolvimento econômico, social e ambiental em toda uma região. 

Para o produtor rural, a regularização fundiária significa o reconhecimento definitivo de sua propriedade, o que garante maior segurança jurídica e permite acesso a financiamentos e programas de incentivo governamentais. Além disso, a regularização fundiária pode favorecer a modernização da propriedade,"
Educação,Implantação do curso de Medicina na Universidade Federal do oeste do Pará. A região Oeste do Pará sofre com a carência de profissionais formados na região. O Mais Médico atende a 1% da necessidade da região amazônica. Precisamos formar profissionais que tenham raízes na região.
Mulheres,"Acesso à saúde reprodutiva da mulher . Priorizar o acesso à saúde reprodutiva das mulheres em Roraima, que é dificultada nas UBS, escolas e principalmente no Centro de Referência da Mulher. A saúde sexual e reprodutiva é um direito humano, assim reconhecido pelo Brasil. É responsabilidade do Governo Federal tanto a atuação direta quanto prestar auxílio para estados e municípios a garantir este direito para todas as brasileiras. Roraima é o estado com maior número de mortes maternas e de recém nascidos devido à falta de acesso ao Pre-"
Previdência Social,"Programa Nacional de Apoio ao Adulto no Espectro Autista (TEA). Objetos do Programa: a) lugar de fala e de decisão dos autistas adultos dentro do mesmo; b) estudos e pesquisas interdisciplinares sobre o autismo na fase adulta, incorporando toda a bibliografia acadêmica mundial sobre o tema, e considerando todos os lugares sociais possíveis dessas pessoas; c) sistema público nacional de saúde, voltado às demandas de autistas adultos, com investimento e fiscalização; d) campanha informativa permanente, cientificamente respaldada, sobre o autismo adulto."
"Desenvolvimento, Indústria, Comércio e Serviços","Política Nacional de Produção e Inovação da Cannabis. Revisão da legislação, e implementação de politica nacional de produção e inovação da cannabis, para fins industriais e medicinais, com a legalização da produção, processamento, industrialização e comercialização de produtos industriais e insumos baseados no cânhamo e na cannabis, bem assim da produção para o autoconsumo e produção industrial de derivados da cannabis para fins medicinais. Legalização e descriminalização do uso da cannabis para fins recreativos, nos limites fixados pela ANVISA."
